ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
591,20161201,20131211,20131206,149,272,16,100,3,SO71779,22,1,1,112.998,112.998,0.40000000000000002,45.199199999999998,308.2179,308.2179,67.7988,5.4239,1.695,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
592,20161201,20131211,20131206,149,272,16,100,3,SO71779,23,1,2,112.998,225.996,0.40000000000000002,90.398399999999995,308.2179,616.4358,135.5976,10.8478,3.3899,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
593,20161201,20131211,20131206,149,272,16,100,3,SO71779,24,1,1,112.998,112.998,0.40000000000000002,45.199199999999998,308.2179,308.2179,67.7988,5.4239,1.695,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
595,20161201,20131211,20131206,149,272,16,100,3,SO71779,25,1,3,112.998,338.994,0.40000000000000002,135.5976,308.2179,924.6537,203.3964,16.2717,5.0849,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
359,20161201,20131211,20131206,149,272,1,100,3,SO71779,26,1,2,1376.994,2753.988,0,0,1251.9813,2503.9626,2753.988,220.319,68.8497,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
361,20161201,20131211,20131206,149,272,1,100,3,SO71779,27,1,4,1376.994,5507.976,0,0,1251.9813,5007.9252,5507.976,440.6381,137.6994,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
363,20161201,20131211,20131206,149,272,1,100,3,SO71779,28,1,5,1376.994,6884.97,0,0,1251.9813,6259.9065,6884.97,550.7976,172.1243,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
402,20161201,20131211,20131206,149,272,1,100,3,SO71779,29,1,3,72.162,216.486,0,0,53.3999,160.1997,216.486,17.3189,5.4122,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
542,20161201,20131211,20131206,149,272,1,100,3,SO71779,30,1,1,24.294,24.294,0,0,17.9776,17.9776,24.294,1.9435,0.6074,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
515,20161201,20131211,20131206,149,272,1,100,3,SO71779,31,1,1,16.272,16.272,0,0,12.0413,12.0413,16.272,1.3018,0.4068,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
532,20161201,20131211,20131206,149,272,1,100,3,SO71779,32,1,1,149.874,149.874,0,0,136.785,136.785,149.874,11.9899,3.7469,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
533,20161201,20131211,20131206,149,272,1,100,3,SO71779,33,1,1,149.874,149.874,0,0,136.785,136.785,149.874,11.9899,3.7469,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
298,20161201,20131211,20131206,149,272,1,100,3,SO71779,34,1,3,809.76,2429.28,0,0,739.041,2217.123,2429.28,194.3424,60.732,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
474,20161201,20131211,20131206,149,272,1,100,3,SO71779,35,1,7,41.994,293.958,0,0,26.1763,183.2341,293.958,23.5166,7.349,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
475,20161201,20131211,20131206,149,272,1,100,3,SO71779,36,1,1,41.994,41.994,0,0,26.1763,26.1763,41.994,3.3595,1.0499,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
471,20161201,20131211,20131206,149,272,1,100,3,SO71779,37,1,2,38.1,76.2,0,0,23.749,47.498,76.2,6.096,1.905,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
472,20161201,20131211,20131206,149,272,1,100,3,SO71779,38,1,3,38.1,114.3,0,0,23.749,71.247,114.3,9.144,2.8575,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
225,20161201,20131211,20131206,149,272,1,100,3,SO71779,39,1,4,5.394,21.576,0,0,6.9223,27.6892,21.576,1.7261,0.5394,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
484,20161201,20131211,20131206,149,272,1,100,3,SO71779,40,1,3,4.77,14.31,0,0,2.9733,8.9199,14.31,1.1448,0.3578,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
214,20161201,20131211,20131206,149,272,1,100,3,SO71779,41,1,10,20.994,209.94,0,0,13.0863,130.863,209.94,16.7952,5.2485,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
217,20161201,20131211,20131206,149,272,1,100,3,SO71779,42,1,3,20.994,62.982,0,0,13.0863,39.2589,62.982,5.0386,1.5746,CD9F-4322-BC,PO19633118218,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
512,20161201,20131211,20131206,340,288,1,98,10,SO71780,1,1,4,218.454,873.816,0,0,199.3757,797.5028,873.816,69.9053,21.8454,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
590,20161201,20131211,20131206,340,288,1,98,10,SO71780,2,1,2,461.694,923.388,0,0,419.7784,839.5568,923.388,73.871,23.0847,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
595,20161201,20131211,20131206,340,288,16,98,10,SO71780,3,1,6,112.998,677.988,0.40000000000000002,271.1952,308.2179,1849.3074,406.7928,32.5434,10.1698,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
309,20161201,20131211,20131206,340,288,1,98,10,SO71780,4,1,2,818.7,1637.4,0,0,747.2002,1494.4004,1637.4,130.992,40.935,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
597,20161201,20131211,20131206,340,288,1,98,10,SO71780,5,1,1,323.994,323.994,0,0,294.5797,294.5797,323.994,25.9195,8.0999,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
533,20161201,20131211,20131206,340,288,1,98,10,SO71780,6,1,1,149.874,149.874,0,0,136.785,136.785,149.874,11.9899,3.7469,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
298,20161201,20131211,20131206,340,288,1,98,10,SO71780,7,1,1,809.76,809.76,0,0,739.041,739.041,809.76,64.7808,20.244,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
359,20161201,20131211,20131206,340,288,1,98,10,SO71780,8,1,4,1376.994,5507.976,0,0,1251.9813,5007.9252,5507.976,440.6381,137.6994,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
525,20161201,20131211,20131206,340,288,1,98,10,SO71780,9,1,2,158.43,316.86,0,0,144.5938,289.1876,316.86,25.3488,7.9215,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
355,20161201,20131211,20131206,340,288,1,98,10,SO71780,10,1,4,1391.994,5567.976,0,0,1265.6195,5062.478,5567.976,445.4381,139.1994,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
544,20161201,20131211,20131206,340,288,1,98,10,SO71780,11,1,1,48.594,48.594,0,0,35.9596,35.9596,48.594,3.8875,1.2149,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
474,20161201,20131211,20131206,340,288,1,98,10,SO71780,12,1,6,41.994,251.964,0,0,26.1763,157.0578,251.964,20.1571,6.2991,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
592,20161201,20131211,20131206,340,288,16,98,10,SO71780,13,1,1,112.998,112.998,0.40000000000000002,45.199199999999998,308.2179,308.2179,67.7988,5.4239,1.695,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
596,20161201,20131211,20131206,340,288,1,98,10,SO71780,14,1,2,323.994,647.988,0,0,294.5797,589.1594,647.988,51.839,16.1997,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
598,20161201,20131211,20131206,340,288,1,98,10,SO71780,15,1,3,323.994,971.982,0,0,294.5797,883.7391,971.982,77.7586,24.2996,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
599,20161201,20131211,20131206,340,288,1,98,10,SO71780,16,1,1,323.994,323.994,0,0,294.5797,294.5797,323.994,25.9195,8.0999,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
600,20161201,20131211,20131206,340,288,1,98,10,SO71780,17,1,2,323.994,647.988,0,0,294.5797,589.1594,647.988,51.839,16.1997,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
591,20161201,20131211,20131206,340,288,16,98,10,SO71780,18,1,2,112.998,225.996,0.40000000000000002,90.398399999999995,308.2179,616.4358,135.5976,10.8478,3.3899,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
593,20161201,20131211,20131206,340,288,16,98,10,SO71780,19,1,3,112.998,338.994,0.40000000000000002,135.5976,308.2179,924.6537,203.3964,16.2717,5.0849,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
594,20161201,20131211,20131206,340,288,16,98,10,SO71780,20,1,3,112.998,338.994,0.40000000000000002,135.5976,308.2179,924.6537,203.3964,16.2717,5.0849,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
588,20161201,20131211,20131206,340,288,1,98,10,SO71780,21,1,2,461.694,923.388,0,0,419.7784,839.5568,923.388,73.871,23.0847,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
589,20161201,20131211,20131206,340,288,1,98,10,SO71780,22,1,3,461.694,1385.082,0,0,419.7784,1259.3352,1385.082,110.8066,34.6271,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
361,20161201,20131211,20131206,340,288,1,98,10,SO71780,23,1,5,1376.994,6884.97,0,0,1251.9813,6259.9065,6884.97,550.7976,172.1243,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
400,20161201,20131211,20131206,340,288,1,98,10,SO71780,24,1,3,37.152,111.456,0,0,27.4925,82.4775,111.456,8.9165,2.7864,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
402,20161201,20131211,20131206,340,288,1,98,10,SO71780,25,1,1,72.162,72.162,0,0,53.3999,53.3999,72.162,5.773,1.8041,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
542,20161201,20131211,20131206,340,288,1,98,10,SO71780,26,1,2,24.294,48.588,0,0,17.9776,35.9552,48.588,3.887,1.2147,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
532,20161201,20131211,20131206,340,288,1,98,10,SO71780,27,1,1,149.874,149.874,0,0,136.785,136.785,149.874,11.9899,3.7469,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
476,20161201,20131211,20131206,340,288,1,98,10,SO71780,28,1,7,41.994,293.958,0,0,26.1763,183.2341,293.958,23.5166,7.349,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
487,20161201,20131211,20131206,340,288,1,98,10,SO71780,29,1,1,32.994,32.994,0,0,20.5663,20.5663,32.994,2.6395,0.8249,36CB-4A10-92,PO19604173239,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
604,20161201,20131211,20131206,173,291,1,19,6,SO71781,1,1,3,323.994,971.982,0,0,343.6496,1030.9488,971.982,77.7586,24.2996,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
584,20161201,20131211,20131206,173,291,1,19,6,SO71781,2,1,3,323.994,971.982,0,0,343.6496,1030.9488,971.982,77.7586,24.2996,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
372,20161201,20131211,20131206,173,291,1,19,6,SO71781,3,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
378,20161201,20131211,20131206,173,291,1,19,6,SO71781,4,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
287,20161201,20131211,20131206,173,291,1,19,6,SO71781,5,1,2,202.332,404.664,0,0,204.6251,409.2502,404.664,32.3731,10.1166,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
583,20161201,20131211,20131206,173,291,1,19,6,SO71781,6,1,1,1020.594,1020.594,0,0,1082.51,1082.51,1020.594,81.6475,25.5149,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
606,20161201,20131211,20131206,173,291,1,19,6,SO71781,7,1,1,323.994,323.994,0,0,343.6496,343.6496,323.994,25.9195,8.0999,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
376,20161201,20131211,20131206,173,291,1,19,6,SO71781,8,1,1,1466.01,1466.01,0,0,1554.9479,1554.9479,1466.01,117.2808,36.6503,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
388,20161201,20131211,20131206,173,291,1,19,6,SO71781,9,1,2,672.294,1344.588,0,0,713.0798,1426.1596,1344.588,107.567,33.6147,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
580,20161201,20131211,20131206,173,291,1,19,6,SO71781,10,1,2,1020.594,2041.188,0,0,1082.51,2165.02,2041.188,163.295,51.0297,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
384,20161201,20131211,20131206,173,291,1,19,6,SO71781,11,1,1,672.294,672.294,0,0,713.0798,713.0798,672.294,53.7835,16.8074,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
605,20161201,20131211,20131206,173,291,1,19,6,SO71781,12,1,1,323.994,323.994,0,0,343.6496,343.6496,323.994,25.9195,8.0999,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
382,20161201,20131211,20131206,173,291,1,19,6,SO71781,13,1,1,672.294,672.294,0,0,713.0798,713.0798,672.294,53.7835,16.8074,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
386,20161201,20131211,20131206,173,291,1,19,6,SO71781,14,1,2,672.294,1344.588,0,0,713.0798,1426.1596,1344.588,107.567,33.6147,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
390,20161201,20131211,20131206,173,291,1,19,6,SO71781,15,1,2,672.294,1344.588,0,0,713.0798,1426.1596,1344.588,107.567,33.6147,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
581,20161201,20131211,20131206,173,291,1,19,6,SO71781,16,1,1,1020.594,1020.594,0,0,1082.51,1082.51,1020.594,81.6475,25.5149,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
582,20161201,20131211,20131206,173,291,1,19,6,SO71781,17,1,2,1020.594,2041.188,0,0,1082.51,2165.02,2041.188,163.295,51.0297,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
374,20161201,20131211,20131206,173,291,1,19,6,SO71781,18,1,2,1466.01,2932.02,0,0,1554.9479,3109.8958,2932.02,234.5616,73.3005,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
545,20161201,20131211,20131206,173,291,1,19,6,SO71781,19,1,3,24.294,72.882,0,0,17.9776,53.9328,72.882,5.8306,1.8221,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
547,20161201,20131211,20131206,173,291,1,19,6,SO71781,20,1,2,48.594,97.188,0,0,35.9596,71.9192,97.188,7.775,2.4297,2FB9-4F05-82,PO19401117806,2016-12-01 00:00:00,2013-12-11 00:00:00,2013-12-06 00:00:00
